user_id,full_name,username,email,role_id,department_id,status,created_date
40,Lior Avraham,user40,user40@hotel.com,427,66,Disabled,2025-04-06
41,Daniel Dayan,user41,user41@hotel.com,477,153,Disabled,2024-11-02
42,Sara Tal,user42,user42@hotel.com,447,479,Active,2025-04-30
43,Shira Mor,user43,user43@hotel.com,190,109,Inactive,2026-03-21
44,Eli Mizrahi,user44,user44@hotel.com,298,250,Disabled,2024-02-25
45,Maya Azulai,user45,user45@hotel.com,62,387,Inactive,2025-12-01
46,Lior Malka,user46,user46@hotel.com,182,357,Disabled,2025-05-23
47,Avi Avraham,user47,user47@hotel.com,412,174,Disabled,2025-08-10
48,Noa Mor,user48,user48@hotel.com,138,79,Inactive,2025-11-11
49,Avi Dahan,user49,user49@hotel.com,154,417,Active,2024-01-05
50,Daniel Mizrahi,user50,user50@hotel.com,237,447,Disabled,2024-08-02
51,Yael Assulin,user51,user51@hotel.com,347,175,Inactive,2025-09-27
52,Rina Dayan,user52,user52@hotel.com,388,191,Inactive,2024-01-24
53,Rina Sela,user53,user53@hotel.com,322,318,Inactive,2024-06-19
54,Michal Friedman,user54,user54@hotel.com,170,185,Inactive,2025-08-19
55,Noa Bar,user55,user55@hotel.com,4,66,Active,2025-09-06
56,Yael Ben David,user56,user56@hotel.com,433,215,Active,2024-04-02
57,Rina Katz,user57,user57@hotel.com,387,58,Inactive,2024-08-15
58,Lior Mor,user58,user58@hotel.com,301,72,Disabled,2026-01-06
59,Lior Azulai,user59,user59@hotel.com,143,304,Inactive,2026-01-27
60,Lior Cohen,user60,user60@hotel.com,184,166,Inactive,2025-08-11
61,Avi Bar,user61,user61@hotel.com,437,2,Inactive,2025-03-19
62,Gal Bar,user62,user62@hotel.com,210,451,Active,2025-09-01
63,Ron Biton,user63,user63@hotel.com,134,444,Active,2025-09-06
64,Michal Dayan,user64,user64@hotel.com,102,413,Inactive,2026-02-10
65,Lior Malka,user65,user65@hotel.com,17,243,Inactive,2024-11-02
66,Yossi Sela,user66,user66@hotel.com,268,437,Disabled,2025-06-28
67,Maya Mizrahi,user67,user67@hotel.com,467,447,Inactive,2024-11-19
68,Omer Malka,user68,user68@hotel.com,338,117,Active,2024-11-14
69,Gal Ben David,user69,user69@hotel.com,83,8,Disabled,2025-06-18
70,Maya Malka,user70,user70@hotel.com,481,353,Disabled,2025-06-15
71,Noa Assulin,user71,user71@hotel.com,75,94,Inactive,2024-03-17
72,Ron Azulai,user72,user72@hotel.com,478,128,Active,2025-08-31
73,Sara Assulin,user73,user73@hotel.com,332,224,Disabled,2024-11-04
74,Hagit Tal,user74,user74@hotel.com,252,382,Disabled,2025-11-05
75,Yossi Harel,user75,user75@hotel.com,482,15,Disabled,2025-09-24
76,Yossi Bar,user76,user76@hotel.com,173,297,Active,2026-02-01
77,Eli Shalom,user77,user77@hotel.com,350,19,Active,2025-02-17
78,Yael Cohen,user78,user78@hotel.com,453,469,Inactive,2024-03-10
79,Hagit Mor,user79,user79@hotel.com,496,186,Inactive,2026-03-29
80,Avi Bar,user80,user80@hotel.com,474,224,Disabled,2025-02-22
81,Sara Harel,user81,user81@hotel.com,270,308,Disabled,2024-08-07
82,Yossi Biton,user82,user82@hotel.com,404,96,Active,2024-07-29
83,Omer Levi,user83,user83@hotel.com,217,440,Inactive,2026-04-08
84,David Avraham,user84,user84@hotel.com,309,71,Inactive,2026-03-15
85,Dana Peretz,user85,user85@hotel.com,487,70,Active,2025-06-20
86,Avi Dayan,user86,user86@hotel.com,167,461,Disabled,2025-02-17
87,Yael Sela,user87,user87@hotel.com,231,373,Active,2024-05-26
88,Maya Biton,user88,user88@hotel.com,6,390,Active,2025-03-02
89,Sara Avraham,user89,user89@hotel.com,11,323,Inactive,2026-03-03
90,David Azulai,user90,user90@hotel.com,384,195,Inactive,2024-09-18
91,Omer Ben David,user91,user91@hotel.com,157,445,Active,2025-10-31
92,Shira Cohen,user92,user92@hotel.com,45,496,Inactive,2024-07-07
93,Rina Mizrahi,user93,user93@hotel.com,219,439,Inactive,2024-01-17
94,Amit Ben David,user94,user94@hotel.com,190,205,Active,2026-04-21
95,Rina Sela,user95,user95@hotel.com,380,158,Inactive,2026-03-07
96,Sara Harel,user96,user96@hotel.com,72,255,Inactive,2024-10-12
97,Yossi Assulin,user97,user97@hotel.com,102,216,Active,2025-04-26
98,Lior Mor,user98,user98@hotel.com,128,407,Inactive,2026-04-28
99,Tamar Assulin,user99,user99@hotel.com,267,226,Active,2026-03-08
100,Hagit Dayan,user100,user100@hotel.com,109,324,Inactive,2025-05-22
101,Yossi Dahan,user101,user101@hotel.com,303,388,Active,2025-09-24
102,Lior Malka,user102,user102@hotel.com,28,148,Inactive,2024-04-16
103,Tamar Ben David,user103,user103@hotel.com,315,435,Inactive,2024-07-20
104,Avi Dayan,user104,user104@hotel.com,285,100,Inactive,2026-04-27
105,Avi Malka,user105,user105@hotel.com,64,346,Disabled,2024-09-27
106,Hagit Friedman,user106,user106@hotel.com,465,158,Inactive,2024-02-20
107,Maya Katz,user107,user107@hotel.com,151,162,Disabled,2026-04-27
108,Michal Avraham,user108,user108@hotel.com,281,216,Disabled,2026-01-31
109,Avi Azulai,user109,user109@hotel.com,478,358,Disabled,2025-06-17
110,Hagit Tal,user110,user110@hotel.com,19,256,Inactive,2025-05-28
111,Shira Assulin,user111,user111@hotel.com,116,263,Inactive,2024-01-18
112,Gal Azulai,user112,user112@hotel.com,298,261,Disabled,2025-08-03
113,Noa Malka,user113,user113@hotel.com,478,143,Inactive,2024-10-06
114,Lior Tal,user114,user114@hotel.com,296,346,Inactive,2024-12-17
115,Amit Assulin,user115,user115@hotel.com,47,9,Inactive,2024-07-13
116,Ron Levi,user116,user116@hotel.com,418,219,Active,2024-10-14
117,Shira Ben David,user117,user117@hotel.com,26,321,Disabled,2024-04-01
118,Noa Friedman,user118,user118@hotel.com,272,289,Inactive,2025-10-22
119,Hagit Dahan,user119,user119@hotel.com,153,151,Inactive,2024-11-01
120,Rina Avraham,user120,user120@hotel.com,187,53,Inactive,2025-10-10
121,Shira Biton,user121,user121@hotel.com,419,262,Inactive,2026-04-19
122,Hagit Tal,user122,user122@hotel.com,229,438,Disabled,2025-03-05
123,Amit Biton,user123,user123@hotel.com,365,308,Disabled,2026-02-14
124,Sara Bar,user124,user124@hotel.com,48,388,Disabled,2024-02-27
125,Sara Biton,user125,user125@hotel.com,183,256,Inactive,2024-03-09
126,Sara Malka,user126,user126@hotel.com,454,279,Inactive,2025-08-28
127,Dana Avraham,user127,user127@hotel.com,289,240,Active,2024-11-27
128,Michal Bar,user128,user128@hotel.com,5,322,Inactive,2024-05-02
129,Maya Cohen,user129,user129@hotel.com,320,200,Disabled,2026-04-17
130,Rina Bar,user130,user130@hotel.com,378,218,Active,2024-06-12
131,Sara Peretz,user131,user131@hotel.com,327,35,Inactive,2024-07-22
132,Maya Friedman,user132,user132@hotel.com,136,61,Inactive,2026-02-04
133,Tamar Avraham,user133,user133@hotel.com,459,54,Disabled,2024-06-24
134,Dana Levi,user134,user134@hotel.com,284,474,Active,2025-01-13
135,Yossi Friedman,user135,user135@hotel.com,222,437,Disabled,2024-05-27
136,Noa Harel,user136,user136@hotel.com,47,315,Active,2025-12-02
137,Eli Avraham,user137,user137@hotel.com,234,476,Inactive,2026-01-24
138,Gal Dahan,user138,user138@hotel.com,255,2,Inactive,2026-03-20
139,Shira Katz,user139,user139@hotel.com,385,132,Active,2025-01-22
140,Amit Assulin,user140,user140@hotel.com,482,496,Disabled,2024-05-27
141,Lior Levi,user141,user141@hotel.com,31,198,Active,2025-09-23
142,Ron Assulin,user142,user142@hotel.com,246,101,Disabled,2026-01-18
143,Daniel Sela,user143,user143@hotel.com,438,236,Active,2024-04-24
144,Lior Peretz,user144,user144@hotel.com,227,158,Disabled,2025-04-06
145,Maya Dahan,user145,user145@hotel.com,44,1,Active,2024-05-11
146,Michal Biton,user146,user146@hotel.com,368,139,Inactive,2025-03-25
147,Amit Azulai,user147,user147@hotel.com,275,264,Inactive,2024-03-09
148,Yossi Biton,user148,user148@hotel.com,96,481,Inactive,2025-06-15
149,Gal Bar,user149,user149@hotel.com,181,109,Inactive,2026-03-07
150,Tamar Malka,user150,user150@hotel.com,247,301,Active,2026-04-18
151,Yael Dahan,user151,user151@hotel.com,215,24,Inactive,2024-07-31
152,Yossi Sela,user152,user152@hotel.com,482,338,Inactive,2024-06-13
153,Sara Malka,user153,user153@hotel.com,488,416,Active,2025-01-10
154,Omer Dahan,user154,user154@hotel.com,60,399,Disabled,2025-01-11
155,Ron Dahan,user155,user155@hotel.com,115,224,Disabled,2025-04-01
156,Hagit Friedman,user156,user156@hotel.com,95,29,Disabled,2025-02-14
157,Hagit Malka,user157,user157@hotel.com,23,368,Active,2026-04-15
158,Daniel Harel,user158,user158@hotel.com,120,134,Inactive,2026-01-01
159,Daniel Peretz,user159,user159@hotel.com,269,150,Inactive,2024-05-06
160,Lior Katz,user160,user160@hotel.com,106,178,Active,2025-03-22
161,Eli Assulin,user161,user161@hotel.com,473,496,Active,2024-07-24
162,Avi Azulai,user162,user162@hotel.com,89,486,Active,2025-10-07
163,Amit Shalom,user163,user163@hotel.com,47,192,Inactive,2025-09-27
164,Yossi Biton,user164,user164@hotel.com,435,88,Inactive,2024-07-16
165,Lior Katz,user165,user165@hotel.com,223,473,Disabled,2025-05-30
166,Sara Assulin,user166,user166@hotel.com,121,12,Active,2026-04-11
167,Sara Dayan,user167,user167@hotel.com,31,335,Active,2024-07-16
168,Maya Mor,user168,user168@hotel.com,58,371,Active,2024-09-24
169,Eli Mizrahi,user169,user169@hotel.com,264,233,Inactive,2026-04-27
170,Michal Mizrahi,user170,user170@hotel.com,125,340,Disabled,2025-08-23
171,Maya Cohen,user171,user171@hotel.com,19,449,Inactive,2026-04-08
172,Rina Mor,user172,user172@hotel.com,202,117,Disabled,2024-12-11
173,Maya Mizrahi,user173,user173@hotel.com,453,365,Inactive,2024-05-16
174,Eli Bar,user174,user174@hotel.com,14,236,Disabled,2025-12-26
175,Lior Biton,user175,user175@hotel.com,361,239,Active,2025-03-19
176,Lior Friedman,user176,user176@hotel.com,228,318,Disabled,2025-11-23
177,Maya Dahan,user177,user177@hotel.com,185,311,Disabled,2026-02-01
178,Yossi Katz,user178,user178@hotel.com,360,360,Disabled,2024-12-29
179,Avi Dayan,user179,user179@hotel.com,91,229,Active,2024-01-08
180,Hagit Mizrahi,user180,user180@hotel.com,44,8,Active,2024-07-06
181,Sara Mizrahi,user181,user181@hotel.com,317,487,Inactive,2024-04-13
182,Noa Tal,user182,user182@hotel.com,245,73,Disabled,2024-03-22
183,Avi Azulai,user183,user183@hotel.com,238,123,Inactive,2025-07-03
184,Tamar Avraham,user184,user184@hotel.com,230,32,Active,2024-07-03
185,Sara Levi,user185,user185@hotel.com,108,5,Active,2024-01-16
186,Rina Assulin,user186,user186@hotel.com,275,198,Active,2025-06-10
187,Sara Dayan,user187,user187@hotel.com,134,60,Active,2024-06-14
188,Dana Harel,user188,user188@hotel.com,146,448,Inactive,2025-11-25
189,Hagit Sela,user189,user189@hotel.com,321,313,Inactive,2025-09-07
190,Hagit Peretz,user190,user190@hotel.com,8,287,Inactive,2024-08-20
191,Amit Katz,user191,user191@hotel.com,460,292,Active,2025-12-04
192,Omer Ben David,user192,user192@hotel.com,365,116,Active,2024-08-01
193,Michal Mizrahi,user193,user193@hotel.com,367,92,Inactive,2024-08-18
194,Tamar Levi,user194,user194@hotel.com,431,427,Inactive,2026-03-05
195,Lior Levi,user195,user195@hotel.com,349,169,Disabled,2026-01-10
196,David Azulai,user196,user196@hotel.com,284,74,Inactive,2025-10-08
197,Eli Mor,user197,user197@hotel.com,232,152,Disabled,2025-05-16
198,Michal Dahan,user198,user198@hotel.com,52,225,Disabled,2024-05-15
199,Yossi Malka,user199,user199@hotel.com,135,152,Active,2026-02-07
200,David Mizrahi,user200,user200@hotel.com,498,83,Disabled,2025-06-28
201,Avi Malka,user201,user201@hotel.com,116,443,Active,2025-04-03
202,Hagit Dayan,user202,user202@hotel.com,117,494,Active,2026-04-06
203,Shira Dayan,user203,user203@hotel.com,235,351,Inactive,2024-02-05
204,Eli Levi,user204,user204@hotel.com,462,240,Disabled,2026-01-27
205,Eli Azulai,user205,user205@hotel.com,268,16,Disabled,2024-02-20
206,Ron Mizrahi,user206,user206@hotel.com,325,421,Inactive,2024-05-31
207,Noa Avraham,user207,user207@hotel.com,500,237,Inactive,2024-12-10
208,Amit Dahan,user208,user208@hotel.com,222,377,Active,2025-01-11
209,Shira Malka,user209,user209@hotel.com,9,420,Inactive,2025-09-05
210,Avi Tal,user210,user210@hotel.com,102,285,Inactive,2024-10-06
211,Amit Shalom,user211,user211@hotel.com,198,449,Active,2024-04-07
212,Lior Assulin,user212,user212@hotel.com,410,486,Inactive,2024-09-26
213,Eli Biton,user213,user213@hotel.com,247,348,Inactive,2025-07-03
214,David Peretz,user214,user214@hotel.com,46,225,Inactive,2025-07-07
215,Omer Harel,user215,user215@hotel.com,305,112,Inactive,2025-08-18
216,Hagit Assulin,user216,user216@hotel.com,343,258,Active,2024-12-28
217,Yael Dayan,user217,user217@hotel.com,32,17,Inactive,2025-10-17
218,Yossi Peretz,user218,user218@hotel.com,115,86,Active,2026-04-18
219,Noa Biton,user219,user219@hotel.com,389,496,Inactive,2024-11-02
220,Dana Azulai,user220,user220@hotel.com,272,456,Disabled,2024-12-14
221,Sara Avraham,user221,user221@hotel.com,89,384,Inactive,2025-04-27
222,Michal Levi,user222,user222@hotel.com,113,365,Active,2024-12-15
223,Michal Peretz,user223,user223@hotel.com,260,366,Disabled,2024-11-19
224,Lior Sela,user224,user224@hotel.com,151,471,Inactive,2025-05-21
225,Omer Ben David,user225,user225@hotel.com,186,85,Inactive,2025-08-17
226,Rina Dayan,user226,user226@hotel.com,141,154,Disabled,2024-02-24
227,Omer Sela,user227,user227@hotel.com,158,214,Disabled,2024-09-13
228,Lior Azulai,user228,user228@hotel.com,287,162,Active,2024-10-24
229,Tamar Ben David,user229,user229@hotel.com,89,144,Disabled,2025-04-08
230,Eli Malka,user230,user230@hotel.com,222,73,Active,2024-10-21
231,Yael Avraham,user231,user231@hotel.com,36,220,Disabled,2025-12-20
232,Shira Azulai,user232,user232@hotel.com,495,443,Active,2025-06-30
233,Shira Friedman,user233,user233@hotel.com,324,357,Disabled,2025-10-28
234,Michal Dayan,user234,user234@hotel.com,231,433,Active,2024-03-12
235,Tamar Avraham,user235,user235@hotel.com,264,151,Disabled,2025-05-20
236,Noa Tal,user236,user236@hotel.com,168,205,Disabled,2026-04-06
237,Dana Bar,user237,user237@hotel.com,351,495,Active,2026-02-02
238,Yossi Cohen,user238,user238@hotel.com,167,279,Active,2024-11-01
239,Tamar Azulai,user239,user239@hotel.com,145,289,Active,2025-02-05
240,David Sela,user240,user240@hotel.com,451,346,Disabled,2024-04-04
241,Yossi Mor,user241,user241@hotel.com,22,176,Active,2025-05-18
242,Dana Mizrahi,user242,user242@hotel.com,89,97,Active,2025-12-07
243,Yael Biton,user243,user243@hotel.com,146,250,Inactive,2024-12-16
244,Yossi Dahan,user244,user244@hotel.com,6,407,Inactive,2024-04-21
245,Shira Assulin,user245,user245@hotel.com,91,381,Disabled,2024-07-03
246,Avi Assulin,user246,user246@hotel.com,90,15,Inactive,2024-05-29
247,Rina Harel,user247,user247@hotel.com,272,461,Inactive,2025-09-13
248,Rina Cohen,user248,user248@hotel.com,98,56,Disabled,2025-10-09
249,Sara Peretz,user249,user249@hotel.com,444,272,Active,2024-03-05
250,David Ben David,user250,user250@hotel.com,5,463,Disabled,2024-06-19
251,Rina Shalom,user251,user251@hotel.com,473,497,Active,2026-04-20
252,Michal Shalom,user252,user252@hotel.com,436,238,Active,2025-03-15
253,Amit Peretz,user253,user253@hotel.com,63,344,Active,2025-09-22
254,Tamar Tal,user254,user254@hotel.com,487,298,Inactive,2024-05-11
255,Shira Shalom,user255,user255@hotel.com,363,128,Active,2025-09-24
256,Lior Dayan,user256,user256@hotel.com,129,406,Disabled,2025-11-14
257,Amit Tal,user257,user257@hotel.com,466,33,Disabled,2025-07-11
258,Eli Harel,user258,user258@hotel.com,477,326,Active,2025-02-18
259,Avi Katz,user259,user259@hotel.com,143,363,Inactive,2024-01-07
260,Noa Azulai,user260,user260@hotel.com,114,60,Disabled,2024-10-23
261,Michal Mizrahi,user261,user261@hotel.com,134,346,Active,2025-12-28
262,Rina Tal,user262,user262@hotel.com,395,415,Disabled,2024-02-27
263,Tamar Harel,user263,user263@hotel.com,223,184,Inactive,2024-04-25
264,Omer Cohen,user264,user264@hotel.com,292,491,Inactive,2025-06-13
265,Gal Dahan,user265,user265@hotel.com,78,392,Active,2025-03-24
266,Ron Bar,user266,user266@hotel.com,429,212,Disabled,2026-04-08
267,Sara Dayan,user267,user267@hotel.com,138,141,Inactive,2025-07-25
268,Ron Assulin,user268,user268@hotel.com,328,183,Inactive,2026-04-18
269,Amit Shalom,user269,user269@hotel.com,271,493,Inactive,2024-05-02
270,Rina Assulin,user270,user270@hotel.com,496,217,Disabled,2024-01-19
271,Dana Cohen,user271,user271@hotel.com,117,347,Inactive,2024-01-21
272,Noa Levi,user272,user272@hotel.com,166,72,Active,2024-05-12
273,Sara Harel,user273,user273@hotel.com,335,498,Active,2025-02-10
274,Daniel Katz,user274,user274@hotel.com,102,359,Inactive,2024-08-20
275,Yael Friedman,user275,user275@hotel.com,481,9,Active,2025-02-02
276,Yael Harel,user276,user276@hotel.com,269,229,Active,2024-12-02
277,Dana Biton,user277,user277@hotel.com,82,318,Disabled,2024-08-22
278,David Shalom,user278,user278@hotel.com,464,172,Inactive,2024-09-03
279,Daniel Avraham,user279,user279@hotel.com,476,149,Disabled,2025-04-11
280,Omer Mizrahi,user280,user280@hotel.com,349,108,Active,2026-03-10
281,Daniel Tal,user281,user281@hotel.com,373,89,Active,2025-06-09
282,Omer Mizrahi,user282,user282@hotel.com,258,425,Inactive,2024-01-28
283,Daniel Sela,user283,user283@hotel.com,9,374,Active,2025-06-24
284,Avi Avraham,user284,user284@hotel.com,96,189,Active,2025-12-25
285,Gal Bar,user285,user285@hotel.com,33,173,Disabled,2025-12-14
286,Avi Tal,user286,user286@hotel.com,256,366,Active,2024-11-21
287,Eli Tal,user287,user287@hotel.com,432,247,Active,2024-03-04
288,Michal Shalom,user288,user288@hotel.com,24,303,Active,2025-01-17
289,Yael Sela,user289,user289@hotel.com,297,144,Active,2025-06-18
290,Ron Dayan,user290,user290@hotel.com,3,477,Inactive,2025-04-23
291,Michal Mor,user291,user291@hotel.com,302,455,Inactive,2025-12-25
292,Avi Cohen,user292,user292@hotel.com,496,496,Inactive,2025-03-12
293,Yossi Ben David,user293,user293@hotel.com,140,299,Inactive,2026-01-05
294,Shira Katz,user294,user294@hotel.com,369,256,Disabled,2025-09-20
295,Lior Mor,user295,user295@hotel.com,453,99,Active,2024-03-05
296,Daniel Avraham,user296,user296@hotel.com,100,306,Active,2026-03-08
297,Tamar Ben David,user297,user297@hotel.com,397,305,Active,2024-04-04
298,Noa Levi,user298,user298@hotel.com,375,1,Inactive,2025-10-19
299,Gal Cohen,user299,user299@hotel.com,445,343,Active,2025-11-16
300,Ron Cohen,user300,user300@hotel.com,400,285,Inactive,2024-09-19
301,Rina Malka,user301,user301@hotel.com,423,40,Disabled,2024-06-01
302,Amit Shalom,user302,user302@hotel.com,68,139,Inactive,2024-10-15
303,Noa Azulai,user303,user303@hotel.com,339,352,Inactive,2026-01-02
304,Eli Shalom,user304,user304@hotel.com,400,419,Inactive,2024-08-07
305,Omer Katz,user305,user305@hotel.com,113,254,Disabled,2024-02-01
306,Daniel Biton,user306,user306@hotel.com,116,489,Disabled,2024-06-27
307,Rina Shalom,user307,user307@hotel.com,419,354,Inactive,2024-06-23
308,Ron Azulai,user308,user308@hotel.com,222,489,Disabled,2026-02-12
309,Daniel Dayan,user309,user309@hotel.com,199,352,Inactive,2024-03-13
310,Dana Bar,user310,user310@hotel.com,379,308,Disabled,2025-02-07
311,Yossi Tal,user311,user311@hotel.com,258,115,Active,2024-06-19
312,Hagit Cohen,user312,user312@hotel.com,392,427,Inactive,2024-09-28
313,Amit Azulai,user313,user313@hotel.com,269,194,Active,2024-03-13
314,Michal Shalom,user314,user314@hotel.com,361,219,Disabled,2024-12-06
315,Tamar Bar,user315,user315@hotel.com,191,225,Inactive,2025-03-29
316,Daniel Azulai,user316,user316@hotel.com,59,272,Active,2024-05-20
317,Amit Mor,user317,user317@hotel.com,310,217,Active,2024-07-18
318,Omer Katz,user318,user318@hotel.com,39,389,Active,2024-04-22
319,Michal Shalom,user319,user319@hotel.com,416,438,Inactive,2026-03-08
320,Hagit Peretz,user320,user320@hotel.com,84,461,Disabled,2026-04-03
321,Eli Levi,user321,user321@hotel.com,375,74,Disabled,2024-11-06
322,Omer Levi,user322,user322@hotel.com,455,83,Active,2024-06-10
323,Sara Mizrahi,user323,user323@hotel.com,68,21,Inactive,2024-04-22
324,Noa Biton,user324,user324@hotel.com,94,183,Inactive,2024-06-13
325,Dana Sela,user325,user325@hotel.com,4,278,Disabled,2024-05-18
326,Lior Avraham,user326,user326@hotel.com,436,493,Disabled,2024-11-27
327,Hagit Sela,user327,user327@hotel.com,195,461,Inactive,2025-12-02
328,Daniel Dahan,user328,user328@hotel.com,276,258,Active,2024-08-05
329,Tamar Biton,user329,user329@hotel.com,214,12,Disabled,2025-05-02
330,Amit Bar,user330,user330@hotel.com,88,283,Inactive,2024-09-24
331,Rina Tal,user331,user331@hotel.com,358,317,Inactive,2025-03-03
332,Amit Azulai,user332,user332@hotel.com,206,238,Inactive,2024-09-04
333,David Mizrahi,user333,user333@hotel.com,58,227,Inactive,2024-06-23
334,Daniel Assulin,user334,user334@hotel.com,472,48,Active,2024-02-03
335,Daniel Sela,user335,user335@hotel.com,95,397,Inactive,2024-03-07
336,Tamar Malka,user336,user336@hotel.com,342,256,Inactive,2025-02-11
337,Yossi Katz,user337,user337@hotel.com,356,40,Inactive,2024-03-03
338,Daniel Dayan,user338,user338@hotel.com,121,143,Active,2025-05-11
339,David Tal,user339,user339@hotel.com,285,166,Inactive,2024-03-05
340,Daniel Malka,user340,user340@hotel.com,5,291,Inactive,2024-12-05
341,Lior Assulin,user341,user341@hotel.com,22,332,Active,2024-03-26
342,Noa Avraham,user342,user342@hotel.com,321,71,Inactive,2025-08-21
343,Michal Katz,user343,user343@hotel.com,214,177,Active,2025-10-22
344,Dana Tal,user344,user344@hotel.com,362,266,Active,2024-03-02
345,Ron Tal,user345,user345@hotel.com,331,267,Disabled,2024-07-05
346,Noa Ben David,user346,user346@hotel.com,180,38,Disabled,2024-10-12
347,Hagit Dahan,user347,user347@hotel.com,213,112,Disabled,2026-04-08
348,Gal Harel,user348,user348@hotel.com,392,238,Inactive,2024-08-26
349,David Assulin,user349,user349@hotel.com,290,414,Inactive,2024-06-18
350,Noa Katz,user350,user350@hotel.com,437,414,Active,2026-04-10
351,Shira Malka,user351,user351@hotel.com,287,143,Disabled,2025-07-17
352,Shira Dayan,user352,user352@hotel.com,229,276,Active,2025-03-19
353,Eli Avraham,user353,user353@hotel.com,285,499,Disabled,2026-02-10
354,Avi Mizrahi,user354,user354@hotel.com,199,297,Active,2025-09-15
355,Avi Assulin,user355,user355@hotel.com,132,332,Disabled,2024-08-08
356,Noa Peretz,user356,user356@hotel.com,259,229,Active,2024-08-29
357,Daniel Peretz,user357,user357@hotel.com,176,212,Active,2025-05-16
358,Avi Peretz,user358,user358@hotel.com,20,295,Active,2024-02-13
359,Omer Dayan,user359,user359@hotel.com,24,346,Inactive,2025-05-06
360,Ron Biton,user360,user360@hotel.com,461,52,Inactive,2024-03-13
361,Dana Azulai,user361,user361@hotel.com,18,257,Inactive,2024-09-06
362,Hagit Tal,user362,user362@hotel.com,302,403,Disabled,2025-10-25
363,Daniel Ben David,user363,user363@hotel.com,209,470,Inactive,2024-07-01
364,David Friedman,user364,user364@hotel.com,125,192,Inactive,2024-11-02
365,Omer Friedman,user365,user365@hotel.com,208,464,Disabled,2026-02-24
366,Hagit Levi,user366,user366@hotel.com,393,457,Active,2024-10-14
367,Rina Cohen,user367,user367@hotel.com,488,93,Inactive,2026-04-10
368,Amit Dahan,user368,user368@hotel.com,90,108,Active,2024-12-18
369,Daniel Biton,user369,user369@hotel.com,475,280,Active,2026-01-29
370,Rina Katz,user370,user370@hotel.com,353,179,Inactive,2024-02-12
371,Lior Cohen,user371,user371@hotel.com,420,214,Active,2025-06-17
372,Noa Peretz,user372,user372@hotel.com,88,497,Active,2024-10-05
373,Hagit Levi,user373,user373@hotel.com,419,247,Active,2024-04-26
374,Tamar Peretz,user374,user374@hotel.com,382,381,Active,2024-04-09
375,Tamar Mor,user375,user375@hotel.com,59,412,Active,2025-08-25
