user_id,full_name,username,email,role_id,department_id,status,created_date
35,Maya Sela,maya.sela35,maya.sela35@grand-hotel-security.com,94,50,Active,2025-04-02
36,Yarden Shalom,yarden.shalom36,yarden.shalom36@grand-hotel-security.com,234,7,Active,2024-04-13
37,Ariel Elbaz,ariel.elbaz37,ariel.elbaz37@grand-hotel-security.com,398,402,Active,2024-06-29
38,Lior Shapira,lior.shapira38,lior.shapira38@grand-hotel-security.com,287,144,Active,2024-11-01
39,Gal Mor,gal.mor39,gal.mor39@grand-hotel-security.com,312,50,Active,2024-10-25
40,Shani Shalom,shani.shalom40,shani.shalom40@grand-hotel-security.com,42,254,Active,2025-11-02
41,Amit Dayan,amit.dayan41,amit.dayan41@grand-hotel-security.com,324,464,Active,2024-07-01
42,Michal Peretz,michal.peretz42,michal.peretz42@grand-hotel-security.com,109,498,Active,2024-11-21
43,Maayan Shapira,maayan.shapira43,maayan.shapira43@grand-hotel-security.com,481,306,Active,2025-11-18
44,Tamar Turgeman,tamar.turgeman44,tamar.turgeman44@grand-hotel-security.com,173,333,Active,2025-11-18
45,Dana Mor,dana.mor45,dana.mor45@grand-hotel-security.com,101,39,Active,2025-11-11
46,Mor Dahan,mor.dahan46,mor.dahan46@grand-hotel-security.com,133,89,Active,2024-11-29
47,Maya Bar,maya.bar47,maya.bar47@grand-hotel-security.com,363,12,Active,2025-05-31
48,Niv Barkan,niv.barkan48,niv.barkan48@grand-hotel-security.com,147,433,Active,2025-08-13
49,Itay Hazan,itay.hazan49,itay.hazan49@grand-hotel-security.com,99,5,Active,2025-09-24
50,Karin Shalom,karin.shalom50,karin.shalom50@grand-hotel-security.com,70,292,Inactive,2024-07-31
51,Niv Shalom,niv.shalom51,niv.shalom51@grand-hotel-security.com,162,394,Active,2025-03-26
52,Hagit Biton,hagit.biton52,hagit.biton52@grand-hotel-security.com,7,412,Active,2025-02-12
53,Bar Turgeman,bar.turgeman53,bar.turgeman53@grand-hotel-security.com,67,58,Active,2024-09-14
54,Yael Atias,yael.atias54,yael.atias54@grand-hotel-security.com,221,25,Active,2025-07-26
55,Naama Biton,naama.biton55,naama.biton55@grand-hotel-security.com,338,75,Active,2024-10-12
56,Naama Harel,naama.harel56,naama.harel56@grand-hotel-security.com,89,5,Active,2024-11-27
57,Gal Dayan,gal.dayan57,gal.dayan57@grand-hotel-security.com,368,258,Active,2024-10-10
58,Neta Sela,neta.sela58,neta.sela58@grand-hotel-security.com,274,217,Active,2025-09-01
59,David Biton,david.biton59,david.biton59@grand-hotel-security.com,92,67,Active,2025-05-16
60,Naama Friedman,naama.friedman60,naama.friedman60@grand-hotel-security.com,298,74,Active,2024-02-03
61,Roni Malka,roni.malka61,roni.malka61@grand-hotel-security.com,132,197,Active,2025-06-18
62,Tal Mor,tal.mor62,tal.mor62@grand-hotel-security.com,64,44,Active,2024-11-19
63,Ariel Malka,ariel.malka63,ariel.malka63@grand-hotel-security.com,58,19,Active,2025-09-20
64,Or Avraham,or.avraham64,or.avraham64@grand-hotel-security.com,5,489,Active,2024-07-06
65,Niv Shapira,niv.shapira65,niv.shapira65@grand-hotel-security.com,354,329,Active,2025-06-22
66,Shira Avraham,shira.avraham66,shira.avraham66@grand-hotel-security.com,276,42,Active,2024-08-28
67,Michal Levi,michal.levi67,michal.levi67@grand-hotel-security.com,434,345,Active,2025-10-24
68,Neta Ohana,neta.ohana68,neta.ohana68@grand-hotel-security.com,134,500,Active,2025-10-12
69,Roni Tal,roni.tal69,roni.tal69@grand-hotel-security.com,455,472,Active,2025-02-22
70,Noa Assulin,noa.assulin70,noa.assulin70@grand-hotel-security.com,458,182,Active,2024-12-11
71,Naama Cohen,naama.cohen71,naama.cohen71@grand-hotel-security.com,302,156,Inactive,2024-02-06
72,Lior Ben David,lior.bendavid72,lior.bendavid72@grand-hotel-security.com,62,2,Active,2024-03-10
73,Noa Mor,noa.mor73,noa.mor73@grand-hotel-security.com,196,175,Active,2025-11-21
74,Sivan Atias,sivan.atias74,sivan.atias74@grand-hotel-security.com,273,216,Inactive,2025-07-01
75,Bar Assulin,bar.assulin75,bar.assulin75@grand-hotel-security.com,441,441,Active,2025-02-17
76,Lior Turgeman,lior.turgeman76,lior.turgeman76@grand-hotel-security.com,16,62,Active,2025-08-13
77,Ron Harel,ron.harel77,ron.harel77@grand-hotel-security.com,83,77,Active,2025-09-08
78,Lior Ben David,lior.bendavid78,lior.bendavid78@grand-hotel-security.com,53,87,Active,2024-07-28
79,Mor Assulin,mor.assulin79,mor.assulin79@grand-hotel-security.com,417,131,Active,2025-02-17
80,Michal Elbaz,michal.elbaz80,michal.elbaz80@grand-hotel-security.com,449,258,Inactive,2024-07-16
81,Shira Avraham,shira.avraham81,shira.avraham81@grand-hotel-security.com,45,3,Disabled,2024-08-07
82,Bar Barkan,bar.barkan82,bar.barkan82@grand-hotel-security.com,398,55,Active,2025-10-06
83,Itay Amar,itay.amar83,itay.amar83@grand-hotel-security.com,44,52,Disabled,2025-01-24
84,Sara Katz,sara.katz84,sara.katz84@grand-hotel-security.com,427,187,Active,2024-02-12
85,Gal Cohen,gal.cohen85,gal.cohen85@grand-hotel-security.com,63,219,Active,2025-03-04
86,Maya Harel,maya.harel86,maya.harel86@grand-hotel-security.com,260,1,Active,2025-11-02
87,Or Shalom,or.shalom87,or.shalom87@grand-hotel-security.com,234,7,Active,2025-09-26
88,Gal Dahan,gal.dahan88,gal.dahan88@grand-hotel-security.com,381,241,Active,2025-05-24
89,Maayan Katz,maayan.katz89,maayan.katz89@grand-hotel-security.com,211,459,Active,2024-07-22
90,Bar Levi,bar.levi90,bar.levi90@grand-hotel-security.com,307,76,Active,2024-09-12
91,Sivan Hazan,sivan.hazan91,sivan.hazan91@grand-hotel-security.com,206,324,Active,2025-03-26
92,Lior Amar,lior.amar92,lior.amar92@grand-hotel-security.com,4,378,Active,2025-10-09
93,Or Tal,or.tal93,or.tal93@grand-hotel-security.com,212,108,Active,2024-04-27
94,Karin Katz,karin.katz94,karin.katz94@grand-hotel-security.com,177,20,Active,2025-01-09
95,David Shalom,david.shalom95,david.shalom95@grand-hotel-security.com,227,427,Active,2024-07-20
96,Mor Dayan,mor.dayan96,mor.dayan96@grand-hotel-security.com,395,81,Active,2025-06-25
97,Eden Peretz,eden.peretz97,eden.peretz97@grand-hotel-security.com,96,5,Inactive,2024-07-15
98,Gal Bar,gal.bar98,gal.bar98@grand-hotel-security.com,24,51,Active,2024-10-28
99,Eden Ohana,eden.ohana99,eden.ohana99@grand-hotel-security.com,317,62,Active,2025-03-07
100,Mor Azulai,mor.azulai100,mor.azulai100@grand-hotel-security.com,429,331,Active,2025-05-12
101,Dana Tal,dana.tal101,dana.tal101@grand-hotel-security.com,185,311,Active,2025-05-30
102,Eli Assulin,eli.assulin102,eli.assulin102@grand-hotel-security.com,235,2,Active,2024-08-15
103,Naama Assulin,naama.assulin103,naama.assulin103@grand-hotel-security.com,407,378,Active,2025-12-07
104,Niv Atias,niv.atias104,niv.atias104@grand-hotel-security.com,110,118,Active,2024-09-23
105,Roni Dayan,roni.dayan105,roni.dayan105@grand-hotel-security.com,165,149,Active,2025-06-10
106,Maya Cohen,maya.cohen106,maya.cohen106@grand-hotel-security.com,252,76,Active,2024-02-14
107,Neta Azulai,neta.azulai107,neta.azulai107@grand-hotel-security.com,113,89,Active,2024-02-20
108,Karin Mizrahi,karin.mizrahi108,karin.mizrahi108@grand-hotel-security.com,12,6,Active,2025-07-30
109,Bar Ohana,bar.ohana109,bar.ohana109@grand-hotel-security.com,3,100,Active,2024-10-27
110,Sivan Dahan,sivan.dahan110,sivan.dahan110@grand-hotel-security.com,268,47,Active,2024-04-15
111,Or Elbaz,or.elbaz111,or.elbaz111@grand-hotel-security.com,474,104,Disabled,2025-12-28
112,Lior Barkan,lior.barkan112,lior.barkan112@grand-hotel-security.com,348,290,Active,2025-11-09
113,Alon Bar,alon.bar113,alon.bar113@grand-hotel-security.com,488,227,Active,2024-06-05
114,Dvir Shapira,dvir.shapira114,dvir.shapira114@grand-hotel-security.com,397,247,Active,2025-08-27
115,Ron Atias,ron.atias115,ron.atias115@grand-hotel-security.com,370,35,Active,2025-05-25
116,Sivan Mizrahi,sivan.mizrahi116,sivan.mizrahi116@grand-hotel-security.com,373,126,Active,2024-12-27
117,Naama Ohana,naama.ohana117,naama.ohana117@grand-hotel-security.com,495,58,Active,2025-07-30
118,Sivan Azulai,sivan.azulai118,sivan.azulai118@grand-hotel-security.com,157,300,Active,2024-01-10
119,Maayan Peretz,maayan.peretz119,maayan.peretz119@grand-hotel-security.com,64,1,Active,2025-02-02
120,Karin Barkan,karin.barkan120,karin.barkan120@grand-hotel-security.com,250,249,Inactive,2025-03-11
121,Shira Avraham,shira.avraham121,shira.avraham121@grand-hotel-security.com,379,461,Active,2025-10-15
122,Amit Elbaz,amit.elbaz122,amit.elbaz122@grand-hotel-security.com,90,85,Active,2024-07-26
123,Avi Peretz,avi.peretz123,avi.peretz123@grand-hotel-security.com,115,165,Active,2024-04-17
124,Shani Avraham,shani.avraham124,shani.avraham124@grand-hotel-security.com,51,6,Active,2024-04-04
125,Itay Golan,itay.golan125,itay.golan125@grand-hotel-security.com,241,9,Active,2025-08-23
126,Shira Levi,shira.levi126,shira.levi126@grand-hotel-security.com,264,59,Active,2024-04-02
127,Sivan Avraham,sivan.avraham127,sivan.avraham127@grand-hotel-security.com,293,259,Inactive,2025-09-17
128,Gal Tal,gal.tal128,gal.tal128@grand-hotel-security.com,5,279,Active,2024-10-10
129,Avi Mizrahi,avi.mizrahi129,avi.mizrahi129@grand-hotel-security.com,213,28,Active,2025-09-15
130,Shira Katz,shira.katz130,shira.katz130@grand-hotel-security.com,21,27,Active,2024-03-21
131,Karin Peretz,karin.peretz131,karin.peretz131@grand-hotel-security.com,339,289,Active,2026-01-15
132,Eden Sela,eden.sela132,eden.sela132@grand-hotel-security.com,296,80,Active,2024-09-24
133,David Bar,david.bar133,david.bar133@grand-hotel-security.com,140,416,Active,2024-07-04
134,Gal Mizrahi,gal.mizrahi134,gal.mizrahi134@grand-hotel-security.com,2,70,Active,2025-05-26
135,Shira Shapira,shira.shapira135,shira.shapira135@grand-hotel-security.com,102,65,Active,2024-05-29
136,Eli Mor,eli.mor136,eli.mor136@grand-hotel-security.com,352,83,Active,2025-02-19
137,Lior Avraham,lior.avraham137,lior.avraham137@grand-hotel-security.com,247,329,Active,2025-03-24
138,Maayan Friedman,maayan.friedman138,maayan.friedman138@grand-hotel-security.com,118,175,Inactive,2024-11-17
139,Roni Dayan,roni.dayan139,roni.dayan139@grand-hotel-security.com,75,26,Inactive,2024-10-25
140,Bar Levi,bar.levi140,bar.levi140@grand-hotel-security.com,301,10,Inactive,2025-02-03
141,Karin Golan,karin.golan141,karin.golan141@grand-hotel-security.com,134,46,Active,2026-01-15
142,Niv Turgeman,niv.turgeman142,niv.turgeman142@grand-hotel-security.com,39,173,Active,2024-11-13
143,Yael Amar,yael.amar143,yael.amar143@grand-hotel-security.com,202,67,Active,2024-08-16
144,Neta Assulin,neta.assulin144,neta.assulin144@grand-hotel-security.com,282,3,Active,2024-07-07
145,Ron Sela,ron.sela145,ron.sela145@grand-hotel-security.com,236,5,Inactive,2024-11-30
146,Dana Shapira,dana.shapira146,dana.shapira146@grand-hotel-security.com,41,118,Active,2024-08-27
147,Avi Shalom,avi.shalom147,avi.shalom147@grand-hotel-security.com,172,64,Active,2024-10-26
148,Avi Peretz,avi.peretz148,avi.peretz148@grand-hotel-security.com,99,56,Active,2024-12-21
149,Yossi Harel,yossi.harel149,yossi.harel149@grand-hotel-security.com,303,323,Active,2024-07-24
150,Mor Azulai,mor.azulai150,mor.azulai150@grand-hotel-security.com,76,33,Active,2024-05-31
151,Maayan Mizrahi,maayan.mizrahi151,maayan.mizrahi151@grand-hotel-security.com,208,145,Active,2025-02-06
152,Shira Elbaz,shira.elbaz152,shira.elbaz152@grand-hotel-security.com,75,195,Active,2025-11-08
153,Avi Vaknin,avi.vaknin153,avi.vaknin153@grand-hotel-security.com,99,242,Active,2025-05-30
154,Yuval Assulin,yuval.assulin154,yuval.assulin154@grand-hotel-security.com,66,3,Active,2025-07-22
155,Naama Levi,naama.levi155,naama.levi155@grand-hotel-security.com,495,48,Active,2024-06-12
156,Shani Peretz,shani.peretz156,shani.peretz156@grand-hotel-security.com,28,65,Inactive,2025-04-01
157,Maya Assulin,maya.assulin157,maya.assulin157@grand-hotel-security.com,291,173,Active,2024-04-05
158,Michal Golan,michal.golan158,michal.golan158@grand-hotel-security.com,457,398,Active,2024-01-10
159,Dana Hazan,dana.hazan159,dana.hazan159@grand-hotel-security.com,238,216,Inactive,2025-07-08
160,Or Azulai,or.azulai160,or.azulai160@grand-hotel-security.com,478,143,Active,2024-03-08
161,Alon Biton,alon.biton161,alon.biton161@grand-hotel-security.com,277,247,Active,2025-04-15
162,Sara Turgeman,sara.turgeman162,sara.turgeman162@grand-hotel-security.com,478,21,Inactive,2025-04-22
163,Lior Harel,lior.harel163,lior.harel163@grand-hotel-security.com,109,85,Active,2025-09-26
164,Daniel Hazan,daniel.hazan164,daniel.hazan164@grand-hotel-security.com,139,167,Active,2025-11-12
165,Or Amar,or.amar165,or.amar165@grand-hotel-security.com,110,321,Active,2025-06-03
166,Naama Avraham,naama.avraham166,naama.avraham166@grand-hotel-security.com,282,1,Active,2024-01-20
167,Amit Mizrahi,amit.mizrahi167,amit.mizrahi167@grand-hotel-security.com,4,34,Active,2025-06-30
168,Amit Sela,amit.sela168,amit.sela168@grand-hotel-security.com,229,69,Active,2026-01-23
169,Roni Tal,roni.tal169,roni.tal169@grand-hotel-security.com,45,47,Active,2024-09-03
170,Sivan Azulai,sivan.azulai170,sivan.azulai170@grand-hotel-security.com,204,347,Active,2024-07-04
171,Yarden Levi,yarden.levi171,yarden.levi171@grand-hotel-security.com,70,66,Inactive,2025-06-28
172,Ron Friedman,ron.friedman172,ron.friedman172@grand-hotel-security.com,3,84,Active,2025-02-25
173,Tal Mor,tal.mor173,tal.mor173@grand-hotel-security.com,221,71,Active,2025-07-06
174,Naama Katz,naama.katz174,naama.katz174@grand-hotel-security.com,18,1,Active,2024-03-25
175,Bar Dahan,bar.dahan175,bar.dahan175@grand-hotel-security.com,323,492,Active,2025-09-20
176,Karin Katz,karin.katz176,karin.katz176@grand-hotel-security.com,441,3,Active,2024-01-15
177,Yuval Harel,yuval.harel177,yuval.harel177@grand-hotel-security.com,58,36,Active,2025-08-05
178,Michal Golan,michal.golan178,michal.golan178@grand-hotel-security.com,417,191,Inactive,2024-08-18
179,Amit Friedman,amit.friedman179,amit.friedman179@grand-hotel-security.com,332,40,Inactive,2024-07-02
180,Maayan Azulai,maayan.azulai180,maayan.azulai180@grand-hotel-security.com,186,29,Active,2024-10-01
181,Dana Golan,dana.golan181,dana.golan181@grand-hotel-security.com,162,379,Inactive,2024-07-24
182,Michal Mor,michal.mor182,michal.mor182@grand-hotel-security.com,46,60,Active,2025-03-30
183,Shani Bar,shani.bar183,shani.bar183@grand-hotel-security.com,128,391,Active,2025-05-06
184,Omer Peretz,omer.peretz184,omer.peretz184@grand-hotel-security.com,275,17,Active,2024-11-26
185,Avi Dahan,avi.dahan185,avi.dahan185@grand-hotel-security.com,65,77,Active,2024-06-14
186,Dvir Mor,dvir.mor186,dvir.mor186@grand-hotel-security.com,367,139,Active,2024-04-03
187,Yarden Cohen,yarden.cohen187,yarden.cohen187@grand-hotel-security.com,426,31,Active,2024-10-24
188,Naama Bar,naama.bar188,naama.bar188@grand-hotel-security.com,156,5,Active,2024-02-22
189,Sivan Vaknin,sivan.vaknin189,sivan.vaknin189@grand-hotel-security.com,295,45,Active,2024-01-31
190,Tal Levi,tal.levi190,tal.levi190@grand-hotel-security.com,24,449,Active,2025-10-10
191,Yarden Biton,yarden.biton191,yarden.biton191@grand-hotel-security.com,24,467,Active,2025-04-17
192,Roni Malka,roni.malka192,roni.malka192@grand-hotel-security.com,500,22,Active,2025-03-18
193,Amit Shalom,amit.shalom193,amit.shalom193@grand-hotel-security.com,123,134,Active,2025-05-12
194,Dvir Assulin,dvir.assulin194,dvir.assulin194@grand-hotel-security.com,323,85,Active,2024-10-18
195,Sara Biton,sara.biton195,sara.biton195@grand-hotel-security.com,203,193,Active,2024-04-07
196,Sara Assulin,sara.assulin196,sara.assulin196@grand-hotel-security.com,177,67,Active,2024-06-03
197,Roni Golan,roni.golan197,roni.golan197@grand-hotel-security.com,293,347,Active,2025-12-17
198,Yael Mizrahi,yael.mizrahi198,yael.mizrahi198@grand-hotel-security.com,274,247,Active,2025-08-17
199,Bar Sela,bar.sela199,bar.sela199@grand-hotel-security.com,48,103,Active,2024-01-26
200,Mor Golan,mor.golan200,mor.golan200@grand-hotel-security.com,341,64,Active,2024-08-29
201,Naama Levi,naama.levi201,naama.levi201@grand-hotel-security.com,7,117,Active,2025-01-30
202,Yael Azulai,yael.azulai202,yael.azulai202@grand-hotel-security.com,71,85,Active,2024-05-19
203,Bar Dahan,bar.dahan203,bar.dahan203@grand-hotel-security.com,60,26,Active,2025-09-20
204,Niv Elbaz,niv.elbaz204,niv.elbaz204@grand-hotel-security.com,377,42,Active,2024-10-11
205,Roni Golan,roni.golan205,roni.golan205@grand-hotel-security.com,314,15,Active,2025-12-30
206,Lior Elbaz,lior.elbaz206,lior.elbaz206@grand-hotel-security.com,175,306,Active,2025-06-03
207,Eden Barkan,eden.barkan207,eden.barkan207@grand-hotel-security.com,107,436,Active,2025-05-20
208,Alon Dayan,alon.dayan208,alon.dayan208@grand-hotel-security.com,216,168,Active,2024-11-26
209,Naama Harel,naama.harel209,naama.harel209@grand-hotel-security.com,411,79,Active,2025-11-25
210,Ron Dayan,ron.dayan210,ron.dayan210@grand-hotel-security.com,460,112,Active,2025-11-06
211,Avi Katz,avi.katz211,avi.katz211@grand-hotel-security.com,56,370,Active,2024-03-23
212,Omer Turgeman,omer.turgeman212,omer.turgeman212@grand-hotel-security.com,190,198,Active,2024-10-13
213,Yarden Bar,yarden.bar213,yarden.bar213@grand-hotel-security.com,476,146,Active,2024-05-24
214,Rina Dahan,rina.dahan214,rina.dahan214@grand-hotel-security.com,69,49,Active,2025-03-15
215,Gal Barkan,gal.barkan215,gal.barkan215@grand-hotel-security.com,57,50,Active,2024-10-31
216,Rina Ohana,rina.ohana216,rina.ohana216@grand-hotel-security.com,499,464,Active,2025-10-08
217,Ariel Bar,ariel.bar217,ariel.bar217@grand-hotel-security.com,55,37,Inactive,2025-01-18
218,Tamar Assulin,tamar.assulin218,tamar.assulin218@grand-hotel-security.com,127,338,Active,2024-02-15
219,Roni Malka,roni.malka219,roni.malka219@grand-hotel-security.com,235,376,Inactive,2024-03-14
220,Yarden Golan,yarden.golan220,yarden.golan220@grand-hotel-security.com,18,185,Active,2024-11-28
221,Shani Avraham,shani.avraham221,shani.avraham221@grand-hotel-security.com,131,454,Active,2024-08-17
222,Omer Dayan,omer.dayan222,omer.dayan222@grand-hotel-security.com,16,199,Active,2025-10-23
223,Karin Hazan,karin.hazan223,karin.hazan223@grand-hotel-security.com,348,60,Active,2025-07-08
224,Dana Malka,dana.malka224,dana.malka224@grand-hotel-security.com,25,301,Active,2024-03-19
225,Tamar Friedman,tamar.friedman225,tamar.friedman225@grand-hotel-security.com,59,51,Active,2024-10-17
226,Alon Turgeman,alon.turgeman226,alon.turgeman226@grand-hotel-security.com,111,148,Active,2024-11-15
227,Hagit Turgeman,hagit.turgeman227,hagit.turgeman227@grand-hotel-security.com,196,77,Active,2025-06-08
228,Tamar Vaknin,tamar.vaknin228,tamar.vaknin228@grand-hotel-security.com,342,66,Active,2025-06-25
229,Tamar Cohen,tamar.cohen229,tamar.cohen229@grand-hotel-security.com,174,31,Active,2025-02-25
230,Mor Hazan,mor.hazan230,mor.hazan230@grand-hotel-security.com,91,419,Active,2024-01-22
231,Yossi Peretz,yossi.peretz231,yossi.peretz231@grand-hotel-security.com,441,445,Active,2024-04-21
232,Mor Cohen,mor.cohen232,mor.cohen232@grand-hotel-security.com,38,13,Active,2024-01-09
233,Tal Avraham,tal.avraham233,tal.avraham233@grand-hotel-security.com,254,157,Active,2025-04-30
234,Maayan Elbaz,maayan.elbaz234,maayan.elbaz234@grand-hotel-security.com,300,65,Active,2024-06-06
235,Yael Peretz,yael.peretz235,yael.peretz235@grand-hotel-security.com,5,428,Active,2025-05-21
236,Naama Harel,naama.harel236,naama.harel236@grand-hotel-security.com,31,87,Active,2025-12-26
237,Michal Biton,michal.biton237,michal.biton237@grand-hotel-security.com,458,75,Active,2024-09-14
238,Karin Golan,karin.golan238,karin.golan238@grand-hotel-security.com,49,299,Active,2026-01-05
239,Shani Bar,shani.bar239,shani.bar239@grand-hotel-security.com,269,448,Disabled,2024-05-02
240,Or Assulin,or.assulin240,or.assulin240@grand-hotel-security.com,94,82,Inactive,2024-11-04
241,Hagit Levi,hagit.levi241,hagit.levi241@grand-hotel-security.com,69,24,Active,2025-06-11
242,Omer Tal,omer.tal242,omer.tal242@grand-hotel-security.com,48,65,Inactive,2024-02-18
243,Bar Barkan,bar.barkan243,bar.barkan243@grand-hotel-security.com,325,356,Active,2025-01-07
244,Bar Harel,bar.harel244,bar.harel244@grand-hotel-security.com,193,117,Active,2025-08-01
245,Hagit Dayan,hagit.dayan245,hagit.dayan245@grand-hotel-security.com,288,327,Disabled,2025-09-22
246,Omer Biton,omer.biton246,omer.biton246@grand-hotel-security.com,73,246,Active,2025-03-25
247,Bar Mor,bar.mor247,bar.mor247@grand-hotel-security.com,385,397,Active,2024-10-07
248,Gal Mor,gal.mor248,gal.mor248@grand-hotel-security.com,27,321,Active,2024-12-31
249,Neta Barkan,neta.barkan249,neta.barkan249@grand-hotel-security.com,56,168,Active,2024-10-27
250,Yael Harel,yael.harel250,yael.harel250@grand-hotel-security.com,340,231,Active,2024-01-19
251,Amit Cohen,amit.cohen251,amit.cohen251@grand-hotel-security.com,59,490,Active,2024-01-21
252,Ron Levi,ron.levi252,ron.levi252@grand-hotel-security.com,157,25,Active,2024-05-12
253,Shani Harel,shani.harel253,shani.harel253@grand-hotel-security.com,494,33,Active,2024-11-27
254,Avi Friedman,avi.friedman254,avi.friedman254@grand-hotel-security.com,300,30,Active,2024-08-03
255,Noa Cohen,noa.cohen255,noa.cohen255@grand-hotel-security.com,224,48,Active,2025-06-21
256,Yarden Friedman,yarden.friedman256,yarden.friedman256@grand-hotel-security.com,162,54,Active,2024-06-11
257,Karin Elbaz,karin.elbaz257,karin.elbaz257@grand-hotel-security.com,361,32,Active,2024-12-21
258,Niv Malka,niv.malka258,niv.malka258@grand-hotel-security.com,72,119,Active,2024-10-23
259,Karin Bar,karin.bar259,karin.bar259@grand-hotel-security.com,414,42,Inactive,2024-08-02
260,David Amar,david.amar260,david.amar260@grand-hotel-security.com,148,462,Active,2026-01-14
261,Tamar Azulai,tamar.azulai261,tamar.azulai261@grand-hotel-security.com,351,393,Inactive,2024-03-29
262,Tal Barkan,tal.barkan262,tal.barkan262@grand-hotel-security.com,233,5,Active,2025-09-25
263,Noa Vaknin,noa.vaknin263,noa.vaknin263@grand-hotel-security.com,21,338,Active,2024-07-02
264,Tamar Shalom,tamar.shalom264,tamar.shalom264@grand-hotel-security.com,73,437,Active,2024-03-06
265,Niv Golan,niv.golan265,niv.golan265@grand-hotel-security.com,366,292,Active,2026-01-01
266,Shira Malka,shira.malka266,shira.malka266@grand-hotel-security.com,289,283,Active,2024-03-24
267,Ron Hazan,ron.hazan267,ron.hazan267@grand-hotel-security.com,325,157,Active,2025-08-27
268,Ron Shalom,ron.shalom268,ron.shalom268@grand-hotel-security.com,77,416,Active,2024-10-13
269,Amit Assulin,amit.assulin269,amit.assulin269@grand-hotel-security.com,27,402,Active,2024-11-22
270,Sivan Tal,sivan.tal270,sivan.tal270@grand-hotel-security.com,381,401,Active,2025-12-25
271,Tal Cohen,tal.cohen271,tal.cohen271@grand-hotel-security.com,162,234,Active,2025-02-16
272,Sara Dayan,sara.dayan272,sara.dayan272@grand-hotel-security.com,193,105,Active,2026-01-07
273,Alon Vaknin,alon.vaknin273,alon.vaknin273@grand-hotel-security.com,454,54,Active,2024-07-15
